usuario_1|usuario_2|canciones
2741|3228|43
2741|3234|91
2741|3238|62
2741|3243|28
2741|3257|35
2741|3293|1
2741|3315|35
2741|3399|50
2741|3417|86
2741|3433|17
2742|2748|67
2742|2753|92
2742|2765|92
2742|2770|31
2742|2778|32
2742|2780|36
2742|2781|67
2742|2785|24
2742|2793|0
2742|2796|79
2742|2828|1
2742|2846|11
2742|2849|55
2742|2863|71
2742|2869|6
2742|2875|78
2742|2894|33
2742|2901|45
2742|2904|40
2742|2937|47
2742|2939|31
2742|2970|93
2742|2973|65
2742|2989|45
2742|2991|99
2742|2992|96
2742|3007|76
2742|3013|12
2742|3017|8
2742|3021|42
2742|3027|8
2742|3035|25
2742|3038|38
2742|3041|74
2742|3046|1
2742|3049|85
2742|3051|11
2742|3058|11
2742|3060|7
2742|3070|80
2742|3076|0
2742|3079|97
2742|3082|71
2742|3089|58
2742|3101|7
2742|3102|15
2742|3106|89
2742|3115|22
2742|3116|84
2742|3120|25
2742|3132|84
2742|3140|79
2742|3146|35
2742|3148|79
2742|3150|71
2742|3152|33
2742|3160|61
2742|3169|97
2742|3172|99
2742|3179|34
2742|3182|85
2742|3185|71
2742|3188|89
2742|3194|56
2742|3198|49
2742|3199|41
2742|3201|72
2742|3206|5
2742|3209|42
2742|3212|9
2742|3224|34
2742|3239|34
2742|3240|13
2742|3247|15
2742|3252|26
2742|3258|82
2742|3260|54
2742|3265|61
2742|3267|40
2742|3277|73
2742|3280|19
2742|3288|59
2742|3291|7
2742|3297|39
2742|3298|33
2742|3299|98
2742|3316|43
2742|3319|43
2742|3320|40
2742|3321|16
2742|3330|28
2742|3332|37
2742|3335|80
2742|3344|88
2742|3345|13
2742|3347|52
2742|3350|26
2742|3351|27
2742|3352|13
2742|3355|24
2742|3360|36
2742|3378|44
2742|3391|24
2742|3396|24
2742|3397|21
2742|3406|93
2742|3411|52
2742|3416|59
2742|3419|75
2743|2754|65
2743|2756|88
2743|2777|72
2743|2782|98
2743|2794|82
2743|2810|61
2743|2839|97
2743|2867|76
2743|2874|47
2743|2880|81
2743|2887|42
2743|2896|40
2743|2907|40
2743|2924|74
2743|2931|60
2743|2943|32
2743|2945|21
2743|2974|78
2743|2986|27
2743|2988|68
2743|2994|40
2743|3000|46
2743|3023|88
2743|3029|97
2743|3036|31
2743|3054|66
2743|3056|79
2743|3073|94
2743|3085|21
2743|3114|4
2743|3119|58
2743|3135|20
2743|3158|60
2743|3220|33
2743|3243|53
2743|3293|12
2743|3301|20
2743|3363|59
2743|3400|92
2743|3417|91
2743|3433|35
2743|3435|78
2744|2762|18
2744|2772|35
2744|2825|64
2744|2843|1
2744|2865|82
2744|3156|70
2744|3255|84
2744|3256|36
2744|3365|63
2744|3369|90
2744|3385|4
2745|2786|29
2745|2789|65
2745|2839|9
2745|2864|34
2745|2866|58
2745|2872|80
2745|2906|74
2745|2909|26
2745|2929|86
2745|2960|61
2745|2966|26
2745|2994|14
2745|3004|87
2745|3010|85
2745|3022|68
2745|3033|30
2745|3078|27
2745|3080|3
2745|3139|51
2745|3143|32
2745|3153|75
2745|3174|16
2745|3237|56
2745|3284|31
2745|3324|91
2745|3387|23
2745|3392|45
2745|3394|23
2745|3430|50
2746|2754|19
2746|2839|60
2746|2864|6
2746|2866|94
2746|2910|92
2746|2920|24
2746|2925|90
2746|2931|70
2746|2986|65
2746|3054|87
2746|3056|91
2746|3304|50
2746|3363|70
2747|2787|30
2747|2831|64
2747|2832|17
2747|2863|30
2747|2865|50
2747|2901|9
2747|3050|2
2747|3173|93
2747|3302|28
2747|3312|7
2747|3365|25
2748|2751|61
2748|2753|25
2748|2765|27
2748|2772|9
2748|2780|80
2748|2785|65
2748|2793|1
2748|2818|65
2748|2846|56
2748|2853|60
2748|2869|89
2748|2901|55
2748|2936|65
2748|2946|99
2748|2950|57
2748|2973|38
2748|2976|12
2748|2989|38
2748|2991|24
2748|3013|86
2748|3038|12
2748|3041|27
2748|3046|14
2748|3049|0
2748|3051|68
2748|3058|98
2748|3060|25
2748|3070|29
2748|3076|81
2748|3082|14
2748|3089|89
2748|3101|6
2748|3106|63
2748|3107|94
2748|3116|86
2748|3117|10
2748|3124|55
2748|3140|79
2748|3154|30
2748|3160|49
2748|3175|9
2748|3188|16
2748|3194|11
2748|3198|4
2748|3215|28
2748|3224|19
2748|3240|90
2748|3247|55
2748|3252|43
2748|3274|34
2748|3291|85
2748|3299|55
2748|3302|86
2748|3313|50
2748|3320|68
2748|3321|98
2748|3335|48
2748|3342|58
2748|3344|60
2748|3345|54
2748|3350|83
2748|3355|90
2748|3360|16
2748|3378|77
2748|3386|3
2748|3397|30
2748|3406|40
2748|3411|20
2749|2750|85
2749|2754|87
2749|2777|52
2749|2786|9
2749|2810|69
2749|2839|58
2749|2864|13
2749|2873|78
2749|2896|78
2749|2905|35
2749|2908|74
2749|2909|87
2749|2911|25
2749|2919|50
2749|2920|36
2749|2927|49
2749|2940|76
2749|2943|91
2749|2944|91
2749|2956|59
2749|2960|57
2749|2969|83
2749|2974|12
2749|2986|94
2749|2994|8
2749|3022|98
2749|3026|4
2749|3047|67
2749|3056|62
2749|3073|48
2749|3078|58
2749|3085|14
2749|3096|93
2749|3108|23
2749|3129|73
2749|3142|83
2749|3149|99
2749|3220|10
2749|3257|14
2749|3339|43
2749|3348|63
2749|3363|53
2749|3364|9
2749|3417|52
2749|3426|87
2750|2754|72
2750|2755|28
2750|2763|15
2750|2782|65
2750|2786|34
2750|2800|32
2750|2810|81
2750|2827|40
2750|2839|1
2750|2864|55
2750|2866|38
2750|2867|29
2750|2872|45
2750|2873|22
2750|2877|26
2750|2880|56
2750|2890|97
2750|2897|17
2750|2905|3
2750|2906|91
2750|2908|44
2750|2909|53
2750|2910|22
2750|2911|81
2750|2912|95
2750|2913|74
2750|2915|52
2750|2916|88
2750|2920|63
2750|2927|50
2750|2928|75
2750|2940|26
2750|2943|63
2750|2944|12
2750|2945|88
2750|2956|79
2750|2960|71
2750|2966|30
2750|2969|88
2750|2974|71
2750|2985|84
2750|2986|78
2750|2988|87
2750|3022|85
2750|3023|89
2750|3026|57
2750|3033|20
2750|3040|68
2750|3047|27
2750|3052|41
2750|3056|35
2750|3064|59
2750|3073|32
2750|3078|16
2750|3090|15
2750|3096|26
2750|3098|41
2750|3104|85
2750|3108|48
2750|3119|2
2750|3137|12
2750|3142|65
2750|3149|53
2750|3202|26
2750|3226|54
2750|3232|69
2750|3234|35
2750|3284|69
2750|3324|2
2750|3339|84
2750|3348|24
2750|3363|26
2750|3387|81
2750|3426|20
2751|2772|49
2751|2841|95
2751|2868|18
2751|2878|44
2751|2901|1
2751|2913|98
2751|2946|16
2751|3017|19
2751|3035|11
2751|3038|55
2751|3043|9
2751|3093|32
2751|3113|13
2751|3115|9
2751|3117|83
2751|3124|36
2751|3140|24
2751|3150|88
2751|3177|38
2751|3198|14
2751|3204|40
2751|3215|3
2751|3224|16
2751|3291|4
2751|3302|84
2751|3321|55
2751|3335|86
2751|3342|74
2751|3353|46
2751|3357|30
2751|3380|9
2752|2781|96
2752|2812|81
2752|2818|71
2752|2962|29
2753|2793|49
2753|2869|18
2753|2901|45
2753|2936|87
2753|2937|22
2753|2965|81
2753|2973|14
2753|2976|31
2753|2989|46
2753|2992|73
2753|3019|14
2753|3038|0
2753|3051|49
2753|3060|52
2753|3070|64
2753|3075|30
2753|3079|83
2753|3082|9
2753|3101|64
2753|3106|33
2753|3116|69
2753|3120|39
2753|3132|42
2753|3140|26
2753|3145|51
2753|3150|77
2753|3154|59
2753|3160|79
2753|3198|29
2753|3240|25
2753|3261|43
2753|3267|87
2753|3280|88
2753|3291|87
2753|3320|3
2753|3321|23
2753|3344|34
2753|3350|90
2753|3355|0
2753|3378|32
2753|3386|45
2753|3397|55
2753|3406|38
2753|3434|75
2754|2755|0
2754|2756|88
2754|2757|26
2754|2761|40
2754|2763|80
2754|2769|84
2754|2777|0
2754|2782|5
2754|2786|90
2754|2800|46
2754|2806|32
2754|2810|7
2754|2812|53
2754|2835|84
2754|2839|93
2754|2850|90
2754|2852|72
2754|2854|43
2754|2862|73
2754|2863|23
2754|2864|41
2754|2866|87
2754|2867|74
2754|2872|97
2754|2874|79
2754|2877|94
2754|2880|25
2754|2890|72
2754|2896|45
2754|2897|60
2754|2906|61
2754|2908|10
2754|2909|62
2754|2910|27
2754|2911|57
2754|2912|40
2754|2915|50
2754|2916|14
2754|2919|48
2754|2920|18
2754|2927|57
2754|2928|99
2754|2940|26
2754|2943|77
2754|2944|54
2754|2945|13
2754|2956|93
2754|2960|23
2754|2966|48
2754|2969|91
2754|2974|79
2754|2986|68
2754|2988|55
2754|3000|58
2754|3004|82
2754|3022|17
2754|3023|8
2754|3025|8
2754|3026|40
2754|3029|86
2754|3033|41
2754|3036|80
2754|3052|55
2754|3054|55
2754|3056|43
2754|3064|69
2754|3065|10
2754|3078|90
2754|3085|75
2754|3090|75
2754|3096|80
2754|3104|71
2754|3105|17
2754|3108|50
2754|3129|57
2754|3137|11
2754|3142|95
2754|3166|89
2754|3174|80
2754|3184|52
2754|3195|96
2754|3202|69
2754|3220|93
2754|3226|34
2754|3228|22
2754|3232|97
2754|3234|94
2754|3243|74
2754|3250|68
2754|3257|94
2754|3284|66
2754|3293|12
2754|3324|73
2754|3339|34
2754|3348|44
2754|3362|7
2754|3363|34
2754|3399|91
2754|3400|32
2754|3417|82
2754|3426|97
2754|3433|45
2755|2757|63
2755|2777|21
2755|2782|20
2755|2800|46
2755|2815|24
2755|2827|78
2755|2839|91
2755|2866|85
2755|2872|8
2755|2877|56
2755|2880|47
2755|2890|27
2755|2897|95
2755|2905|50
2755|2906|9
2755|2909|91
2755|2910|9
2755|2911|17
2755|2912|25
2755|2913|66
2755|2916|52
2755|2920|94
2755|2925|74
2755|2927|30
2755|2928|85
2755|2929|29
2755|2940|99
2755|2943|9
2755|2944|0
2755|2956|75
2755|2960|50
2755|2966|31
2755|2985|2
2755|2986|20
2755|2987|70
2755|2993|28
2755|2994|39
2755|3014|35
2755|3022|24
2755|3026|5
2755|3033|57
2755|3040|53
2755|3047|23
2755|3054|16
2755|3056|51
2755|3064|73
2755|3065|70
2755|3078|65
2755|3084|40
2755|3090|8
2755|3096|3
2755|3098|69
2755|3108|82
2755|3117|56
2755|3119|90
2755|3149|35
2755|3158|42
2755|3163|76
2755|3166|68
2755|3174|0
2755|3195|83
2755|3226|80
2755|3228|26
2755|3232|89
2755|3238|11
2755|3250|31
2755|3284|78
2755|3301|2
2755|3324|81
2755|3339|72
2755|3348|58
2755|3363|66
2755|3387|22
2755|3399|70
2755|3417|97
2755|3433|93
2755|3435|43
2756|2773|52
2756|2786|44
2756|2839|53
2756|2862|70
2756|2873|96
2756|2887|62
2756|2888|15
2756|2915|9
2756|2924|84
2756|2928|14
2756|2929|0
2756|2931|29
2756|2945|28
2756|2956|37
2756|2977|37
2756|2981|13
2756|2993|63
2756|2994|95
2756|3000|98
2756|3025|18
2756|3026|89
2756|3029|17
2756|3073|56
2756|3084|92
2756|3090|17
2756|3104|22
2756|3135|79
2756|3220|33
2756|3232|56
2756|3238|73
2756|3257|25
2756|3293|98
2756|3362|69
2756|3363|35
2756|3364|75
2756|3384|84
2756|3417|87
2756|3433|57
2757|2763|39
2757|2777|95
2757|2782|86
2757|2800|22
2757|2815|64
2757|2827|41
2757|2835|10
2757|2839|11
2757|2854|94
2757|2864|75
2757|2866|1
2757|2867|91
2757|2872|2
2757|2877|34
2757|2896|12
2757|2906|15
2757|2909|96
2757|2911|69
2757|2912|27
2757|2916|94
2757|2917|17
2757|2919|87
2757|2925|85
2757|2927|79
2757|2940|22
2757|2944|75
2757|2945|19
2757|2960|73
2757|2966|44
2757|2969|41
2757|2974|3
2757|2986|19
2757|3000|29
2757|3004|13
2757|3022|28
2757|3033|28
2757|3036|58
2757|3040|86
2757|3054|24
2757|3056|62
2757|3064|75
2757|3065|39
2757|3078|34
2757|3090|32
2757|3096|51
2757|3098|40
2757|3104|58
2757|3108|15
2757|3129|7
2757|3135|24
2757|3142|46
2757|3149|25
2757|3174|59
2757|3184|15
2757|3195|89
2757|3220|14
2757|3226|13
2757|3232|83
2757|3284|18
2757|3286|94
2757|3301|78
2757|3304|65
2757|3324|23
2757|3363|62
2757|3364|58
2757|3387|45
2757|3414|67
2757|3417|32
2757|3426|74
2758|2780|84
2758|2784|95
2758|2801|90
2758|2813|65
2758|2816|67
2758|2843|58
2758|2856|60
2758|2865|95
2758|2918|7
2758|2932|23
2758|2951|19
2758|2955|89
2758|2964|17
2758|3019|11
2758|3032|28
2758|3081|16
2758|3087|2
2758|3136|81
2758|3154|3
2758|3162|79
2758|3167|99
2758|3187|72
2758|3196|16
2758|3198|57
2758|3219|61
2758|3233|81
2758|3236|10
2758|3253|24
2758|3255|52
2758|3256|81
2758|3259|39
2758|3264|25
2758|3285|50
2758|3307|12
2758|3330|87
2758|3341|27
2758|3365|61
2758|3366|94
2758|3369|46
2758|3385|87
2758|3412|45
2759|2812|60
2759|2820|67
2759|2836|91
2759|2854|38
2759|2866|63
2759|2909|22
2759|2946|38
2759|2961|28
2759|3041|42
2759|3064|56
2759|3095|39
2759|3117|57
2759|3202|52
2759|3213|30
2759|3237|96
2759|3286|19
2759|3303|82
2759|3324|41
2759|3383|86
2759|3426|54
2760|2790|86
2760|2813|61
2760|3057|45
2760|3222|41
2760|3263|31
2760|3432|97
2761|2763|64
2761|2839|23
2761|2944|84
2761|2948|79
2761|2966|87
2761|3023|11
2761|3052|30
2761|3054|20
2761|3184|37
2761|3193|48
2761|3234|77
2761|3237|93
2761|3286|96
2761|3294|77
2761|3303|81
2761|3315|60
2761|3324|59
2761|3362|32
2761|3387|49
2761|3390|7
2761|3414|69
2761|3426|50
2762|2787|60
2762|2841|85
2762|2904|37
2762|3027|18
2762|3140|57
2762|3214|83
2762|3221|33
2762|3248|46
2762|3255|34
2762|3275|61
2762|3277|23
2762|3279|18
2762|3327|64
2762|3329|51
2762|3353|96
2762|3380|57
2762|3385|24
2763|2777|16
2763|2800|54
2763|2806|18
2763|2810|41
2763|2835|80
2763|2839|8
2763|2854|51
2763|2862|7
2763|2864|46
2763|2867|4
2763|2880|56
2763|2890|87
2763|2891|83
2763|2912|2
2763|2913|84
2763|2915|26
2763|2919|12
2763|2920|66
2763|2927|53
2763|2931|14
2763|2943|60
2763|2944|1
2763|2945|33
2763|2948|31
2763|2956|96
2763|2960|19
2763|2967|3
2763|2974|83
2763|3000|71
2763|3023|82
2763|3026|13
2763|3042|33
2763|3052|70
2763|3056|19
2763|3184|97
2763|3193|90
2763|3213|86
2763|3220|64
2763|3228|45
2763|3232|6
2763|3234|66
2763|3237|98
2763|3286|48
2763|3294|55
2763|3303|24
2763|3315|75
2763|3324|36
2763|3363|21
2763|3414|58
2763|3417|77
2763|3426|35
2764|2822|19
2764|2903|53
2764|2923|99
2764|2941|34
2764|2979|95
2764|2999|19
2764|3011|37
2764|3020|2
2764|3201|53
2764|3222|50
2764|3263|8
2764|3278|32
2764|3302|49
2764|3319|4
2764|3340|22
2764|3361|64
2765|2770|44
2765|2780|53
2765|2793|4
2765|2828|11
2765|2849|58
2765|2853|62
2765|2863|19
2765|2939|6
2765|2970|89
2765|2973|92
2765|3007|77
2765|3021|3
2765|3035|16
2765|3049|83
2765|3070|36
2765|3082|51
2765|3094|11
2765|3101|12
2765|3102|46
2765|3116|77
2765|3120|73
2765|3132|93
2765|3146|97
2765|3169|81
2765|3201|52
2765|3206|34
2765|3239|47
2765|3247|81
2765|3252|52
2765|3265|72
2765|3267|69
2765|3277|59
2765|3297|46
2765|3316|11
2765|3330|57
2765|3344|63
2765|3351|30
2765|3391|29
2765|3397|77
2765|3416|32
2765|3419|57
2765|3434|32
2766|2786|68
2766|2794|89
2766|2810|48
2766|2821|26
2766|2907|61
2766|2924|81
2766|2929|34
2766|3025|33
2766|3119|68
2766|3413|63
2767|2889|83
2767|2959|20
2767|3314|22
2767|3318|76
2768|2813|27
2768|2865|35
2768|2918|68
2768|2921|17
2768|2951|22
2768|2973|44
2768|3002|9
2768|3017|53
2768|3020|6
2768|3034|11
2768|3072|23
2768|3077|81
2768|3097|44
2768|3118|64
2768|3151|70
2768|3242|60
2768|3263|53
2768|3274|30
2768|3276|34
2768|3287|50
2768|3299|33
2768|3302|70
2768|3313|21
2768|3353|32
2768|3403|45
2768|3409|92
2769|2789|69
2769|2807|43
2769|2943|37
2769|2978|35
2769|3010|16
2769|3090|68
2769|3130|3
2769|3139|51
2769|3300|32
2770|2778|84
2770|2849|56
2770|2853|26
2770|2863|85
2770|2904|32
2770|2939|44
2770|3021|1
2770|3035|65
2770|3049|95
2770|3070|24
2770|3101|1
2770|3102|34
2770|3116|91
2770|3132|24
2770|3146|92
2770|3150|81
2770|3152|30
2770|3169|56
2770|3185|18
2770|3188|99
2770|3201|33
2770|3239|67
2770|3247|35
2770|3252|99
2770|3265|82
2770|3277|3
2770|3280|26
2770|3291|2
2770|3297|30
2770|3330|65
2770|3347|34
2770|3351|52
2770|3411|74
2770|3416|19
2770|3419|28
2770|3434|82
2771|2836|89
2771|2841|0
2771|2858|23
2771|2893|5
2771|2954|49
2771|3214|13
2771|3221|84
2771|3248|45
2771|3327|98
2771|3383|28
2771|3389|62
2771|3424|13
2772|2785|47
2772|2803|17
2772|2831|38
2772|2895|71
2772|2958|16
2772|2996|8
2772|3017|78
2772|3027|22
2772|3075|60
2772|3093|95
2772|3107|11
2772|3192|80
2772|3214|83
2772|3221|34
2772|3242|66
2772|3256|51
2772|3274|8
2772|3296|34
2772|3313|20
2772|3319|53
2772|3328|97
2772|3342|98
2772|3349|64
2772|3357|59
2772|3374|84
2772|3406|86
2772|3411|20
2773|2782|12
2773|2786|36
2773|2810|28
2773|2815|10
2773|2862|41
2773|2873|97
2773|2890|16
2773|2905|15
2773|2913|48
2773|2915|16
2773|2916|51
2773|2925|50
2773|2929|33
2773|2931|36
2773|2945|62
2773|2953|65
2773|2956|95
2773|2969|61
2773|2977|95
2773|2987|47
2773|2988|21
2773|2993|40
2773|2994|68
2773|3004|50
2773|3014|39
2773|3026|40
2773|3029|63
2773|3040|68
2773|3078|18
2773|3084|32
2773|3090|16
2773|3096|61
2773|3104|60
2773|3119|88
2773|3158|51
2773|3166|65
2773|3174|12
2773|3238|29
2773|3293|67
2773|3339|39
2773|3348|55
2773|3362|64
2773|3364|43
2773|3384|65
2773|3417|25
2773|3433|21
2773|3435|32
2774|2817|12
2774|3055|96
2774|3074|30
2774|3127|97
2774|3147|49
2775|2845|57
2775|2881|92
2775|2892|12
2775|2947|66
2775|2951|63
2775|2962|62
2775|2995|26
2775|3001|86
2775|3002|70
2775|3018|57
2775|3019|77
2775|3051|90
2775|3062|26
2775|3162|55
2775|3168|66
2775|3186|7
2775|3233|5
2775|3273|21
2775|3295|36
2775|3346|85
2775|3366|2
2776|2861|53
2776|3105|4
2776|3141|37
2776|3216|74
2776|3271|36
2777|2782|2
2777|2786|97
2777|2800|59
2777|2806|54
2777|2810|1
2777|2815|23
2777|2827|64
2777|2839|32
2777|2850|83
2777|2864|23
2777|2867|64
2777|2872|27
2777|2884|96
2777|2896|15
2777|2897|47
2777|2906|64
2777|2908|26
2777|2909|86
2777|2910|75
2777|2911|27
2777|2912|92
2777|2916|4
2777|2919|33
2777|2920|1
2777|2925|40
2777|2927|96
2777|2928|61
2777|2940|4
2777|2943|69
2777|2944|95
2777|2945|16
2777|2960|49
2777|2966|62
2777|2969|58
2777|2974|88
2777|2985|86
2777|2986|35
2777|2988|92
2777|3000|85
2777|3004|97
2777|3022|63
2777|3054|27
2777|3056|90
2777|3064|16
2777|3073|3
2777|3078|74
2777|3085|31
2777|3096|9
2777|3098|99
2777|3108|26
2777|3158|81
2777|3184|48
2777|3195|55
2777|3220|60
2777|3226|82
2777|3228|18
2777|3232|4
2777|3284|6
2777|3304|60
2777|3348|65
2777|3363|3
2777|3387|77
2777|3399|14
2777|3417|16
2777|3426|14
2777|3433|73
2778|2781|27
2778|2796|29
2778|2823|53
2778|2828|17
2778|2833|50
2778|2849|34
2778|2853|57
2778|2863|21
2778|2869|49
2778|2875|46
2778|2881|62
2778|2894|10
2778|2901|74
2778|2904|1
2778|2921|87
2778|2938|63
2778|2939|90
2778|2991|82
2778|2992|86
2778|3016|20
2778|3017|22
2778|3035|63
2778|3039|60
2778|3049|21
2778|3051|25
2778|3060|95
2778|3076|91
2778|3082|8
2778|3100|57
2778|3101|19
2778|3102|77
2778|3109|66
2778|3111|52
2778|3112|87
2778|3113|80
2778|3115|65
2778|3116|63
2778|3118|27
2778|3120|55
2778|3132|45
2778|3145|62
2778|3146|65
2778|3148|40
2778|3150|72
2778|3169|81
2778|3172|81
2778|3179|7
2778|3182|89
2778|3185|38
2778|3199|93
2778|3201|54
2778|3204|36
2778|3225|55
2778|3239|60
2778|3247|67
2778|3252|28
2778|3261|93
2778|3265|96
2778|3267|74
2778|3272|88
2778|3274|5
2778|3277|19
2778|3280|93
2778|3287|20
2778|3297|50
2778|3298|4
2778|3306|21
2778|3320|71
2778|3327|5
2778|3330|63
2778|3332|85
2778|3335|35
2778|3345|82
2778|3347|44
2778|3350|54
2778|3351|29
2778|3366|30
2778|3377|18
2778|3378|82
2778|3381|72
2778|3396|54
2778|3397|41
2778|3416|62
2778|3419|85
2778|3422|49
2778|3434|9
2779|2829|30
2779|2951|56
2779|3019|52
2779|3068|43
2779|3069|51
2779|3077|9
2779|3086|29
2779|3162|6
2779|3177|72
2779|3207|25
2779|3233|12
2779|3285|93
2779|3356|58
2779|3366|22
2779|3412|49
2779|3420|4
2780|2785|50
2780|2793|12
2780|2795|78
2780|2846|18
2780|2863|91
2780|2871|72
2780|2923|54
2780|2939|62
2780|2950|52
2780|2979|90
2780|3013|84
2780|3041|39
2780|3048|76
2780|3049|32
2780|3089|92
2780|3101|60
2780|3102|88
2780|3109|82
2780|3116|79
2780|3136|53
2780|3138|41
2780|3146|46
2780|3152|66
2780|3172|59
2780|3178|80
2780|3188|31
2780|3198|35
2780|3201|56
2780|3209|28
2780|3211|33
2780|3212|97
2780|3219|82
2780|3233|18
2780|3240|0
2780|3247|44
2780|3256|99
2780|3265|29
2780|3279|60
2780|3297|79
2780|3299|61
2780|3307|33
2780|3335|88
2780|3351|30
2780|3352|92
2780|3360|77
2780|3374|27
2780|3395|36
2780|3419|67
2781|2787|24
2781|2796|76
2781|2836|20
2781|2849|71
2781|2853|81
2781|2863|10
2781|2869|17
2781|2894|89
2781|2901|15
2781|2939|27
2781|2958|20
2781|2991|79
2781|3005|1
2781|3027|51
2781|3035|56
2781|3049|7
2781|3060|19
2781|3076|98
2781|3082|17
2781|3100|8
2781|3101|81
2781|3113|35
2781|3116|97
2781|3120|50
2781|3136|40
2781|3148|25
2781|3150|64
2781|3151|40
2781|3157|72
2781|3169|65
2781|3179|25
2781|3182|14
2781|3201|97
2781|3204|76
2781|3214|29
2781|3221|71
2781|3252|18
2781|3261|84
2781|3267|43
2781|3277|24
2781|3280|55
2781|3288|90
2781|3291|47
2781|3297|75
2781|3326|9
2781|3327|6
2781|3335|89
2781|3347|7
2781|3350|8
2781|3351|53
2781|3366|52
2781|3381|82
2781|3397|42
2781|3419|21
2781|3425|83
2781|3434|16
2782|2786|4
2782|2800|34
2782|2806|27
2782|2815|5
2782|2827|32
2782|2835|69
2782|2839|36
2782|2854|60
2782|2862|37
2782|2864|57
2782|2866|29
2782|2872|10
2782|2877|20
2782|2891|37
2782|2896|27
2782|2905|42
2782|2906|70
2782|2909|91
2782|2910|71
2782|2911|73
2782|2912|24
2782|2913|81
2782|2915|88
2782|2916|8
2782|2920|7
2782|2924|24
2782|2927|32
2782|2943|14
2782|2944|49
2782|2956|47
2782|2960|98
2782|2966|38
2782|2969|64
2782|2985|28
2782|2986|69
2782|2988|41
2782|3004|7
2782|3010|33
2782|3014|47
2782|3022|45
2782|3025|21
2782|3026|50
2782|3033|21
2782|3036|39
2782|3040|24
2782|3047|67
2782|3052|91
2782|3054|47
2782|3064|37
2782|3078|85
2782|3084|60
2782|3085|69
2782|3090|76
2782|3096|66
2782|3104|73
2782|3108|82
2782|3123|35
2782|3142|88
2782|3149|70
2782|3174|12
2782|3184|34
2782|3195|17
2782|3213|34
2782|3226|39
2782|3232|74
2782|3234|1
2782|3250|7
2782|3284|39
2782|3301|9
2782|3303|45
2782|3304|6
2782|3324|43
2782|3339|0
2782|3348|29
2782|3363|40
2782|3364|61
2782|3384|99
2782|3387|27
2782|3399|69
2782|3426|40
2783|2787|31
2783|2819|2
2783|2932|75
2783|2955|0
2783|2976|82
2783|2984|71
2783|3017|79
2783|3027|86
2783|3028|11
2783|3060|44
2783|3076|58
2783|3087|8
2783|3152|55
2783|3172|54
2783|3182|92
2783|3185|57
2783|3192|85
2783|3198|54
2783|3255|96
2783|3274|3
2783|3291|36
2783|3341|84
2783|3353|29
2783|3369|50
2783|3383|1
2783|3385|23
2783|3395|63
2783|3422|87
2784|2813|55
2784|2848|47
2784|2856|94
2784|2979|32
2784|3034|17
2784|3072|77
2784|3099|47
2784|3115|24
2784|3136|90
2784|3150|64
2784|3179|46
2784|3211|81
2784|3214|69
2784|3219|40
2784|3259|52
2784|3275|87
2784|3329|5
2784|3342|39
2784|3349|78
2784|3365|53
2784|3397|54
2784|3409|62
2785|2846|2
2785|2849|11
2785|2863|56
2785|2904|63
2785|3013|6
2785|3041|7
2785|3046|37
2785|3058|77
2785|3067|38
2785|3072|38
2785|3081|65
2785|3089|34
2785|3101|75
2785|3109|7
2785|3138|10
2785|3146|85
2785|3152|86
2785|3188|69
2785|3209|40
2785|3212|20
2785|3233|7
2785|3240|18
2785|3249|62
2785|3272|20
2785|3280|28
2785|3299|84
2785|3302|38
2785|3306|31
2785|3335|88
2785|3341|74
2785|3345|28
2785|3352|24
2785|3360|28
2785|3431|64
2786|2800|49
2786|2810|78
2786|2827|29
2786|2835|30
2786|2839|54
2786|2862|17
2786|2864|4
2786|2866|59
2786|2873|6
2786|2874|1
2786|2877|33
2786|2890|50
2786|2896|28
2786|2906|75
2786|2910|0
2786|2912|90
2786|2913|55
2786|2915|1
2786|2916|83
2786|2919|52
2786|2924|93
2786|2927|45
2786|2928|33
2786|2929|38
2786|2931|78
2786|2940|57
2786|2943|10
2786|2944|64
2786|2946|27
2786|2953|29
2786|2956|40
2786|2960|97
2786|2966|60
2786|2969|66
2786|2977|73
2786|2981|10
2786|2985|88
2786|2986|27
2786|2988|65
2786|2993|30
2786|2994|65
2786|3000|40
2786|3014|47
2786|3022|57
2786|3025|43
2786|3026|30
2786|3029|99
2786|3033|39
2786|3054|60
2786|3073|67
2786|3078|85
2786|3084|47
2786|3090|68
2786|3104|96
2786|3114|81
2786|3119|20
2786|3158|51
2786|3166|40
2786|3174|14
2786|3213|42
2786|3220|67
2786|3228|96
2786|3238|61
2786|3243|10
2786|3257|89
2786|3284|18
2786|3293|49
2786|3324|3
2786|3362|20
2786|3363|25
2786|3364|84
2786|3384|91
2786|3387|92
2786|3394|25
2786|3417|76
2786|3426|4
2786|3433|80
2786|3435|80
2787|2793|71
2787|2825|26
2787|2836|27
2787|2849|11
2787|2863|64
2787|2892|57
2787|2901|3
2787|2904|36
2787|2932|75
2787|2939|53
2787|3027|10
2787|3034|20
2787|3038|85
2787|3049|13
2787|3070|42
2787|3072|82
2787|3082|79
2787|3087|40
2787|3097|6
2787|3101|80
2787|3116|91
2787|3150|79
2787|3211|6
2787|3214|71
2787|3253|2
2787|3256|67
2787|3291|7
2787|3302|55
2787|3312|13
2787|3320|56
2787|3321|87
2787|3327|87
2787|3342|26
2787|3347|87
2787|3369|54
2787|3379|39
2787|3380|87
2787|3395|55
2787|3403|52
2788|3271|33
